skill_count,matched_role_skills,ats_score,jd_similarity,experience_years,action_verbs,achievements,pages,section_score,shortlisted
15,17,67.6,0.969,6.4,9,8,1,0.78,1
29,2,79.1,0.924,9.8,10,2,2,0.832,1
11,0,22.6,0.553,10.9,12,8,2,0.104,0
28,3,72.7,0.816,0.0,11,3,2,0.551,1
27,5,62.6,0.222,14.1,8,4,1,0.734,0
17,8,28.3,0.98,2.5,3,6,2,0.24,0
27,13,33.8,0.968,3.5,6,5,1,0.685,0
24,11,65.4,0.247,4.0,1,9,1,0.176,0
17,19,43.7,0.369,0.6,6,7,3,0.263,0
26,3,95.1,0.19,1.8,8,7,1,0.528,1
13,11,85.5,0.345,14.8,4,7,2,0.688,1
18,9,98.7,0.834,4.7,14,2,2,0.231,1
19,6,40.8,0.44,1.7,17,9,1,0.267,0
28,2,97.6,0.18,1.6,3,5,2,0.284,1
6,13,54.5,0.408,10.8,18,6,1,0.315,0
3,9,47.8,0.983,12.8,19,8,3,0.304,1
10,15,24.0,0.667,3.9,6,9,1,0.456,0
19,15,24.2,0.475,0.3,7,9,1,0.688,0
5,9,75.4,0.25,3.3,16,3,3,0.494,1
22,12,56.6,0.988,0.8,12,4,2,0.798,1
17,5,38.1,0.839,1.6,10,7,3,0.747,0
17,11,69.1,0.353,6.5,0,0,3,0.214,0
26,8,40.2,0.163,3.4,1,5,1,0.144,0
24,12,66.2,0.151,7.7,16,3,1,0.89,1
16,3,48.7,0.208,3.8,4,4,3,0.172,0
28,10,85.9,0.623,14.1,5,4,2,0.234,1
25,19,85.7,0.936,13.6,6,1,3,0.12,1
16,17,58.2,0.547,8.5,14,7,2,0.666,1
26,10,48.1,0.859,5.3,18,1,3,0.624,1
4,3,49.0,0.501,5.7,15,3,3,0.988,0
15,17,84.5,0.738,6.2,12,4,2,0.898,1
28,0,46.3,0.759,10.9,4,0,3,0.47,0
16,6,36.7,0.257,6.8,2,5,1,0.434,0
29,5,26.8,0.425,12.9,2,1,3,0.367,0
26,14,57.3,0.674,14.2,18,4,1,0.237,1
21,17,58.6,0.164,5.0,13,5,2,0.224,1
9,10,87.3,0.425,8.4,15,7,2,0.219,1
5,19,37.7,0.581,1.4,16,8,1,0.203,1
17,14,50.5,0.997,3.0,3,5,3,0.316,1
25,15,84.7,0.527,6.2,12,4,1,0.376,1
16,6,85.9,0.834,3.1,7,3,1,0.965,1
13,9,50.8,0.489,13.1,18,1,2,0.621,0
17,11,56.7,0.817,2.4,4,1,1,0.989,0
15,13,44.3,0.636,6.8,1,6,3,0.435,1
20,4,94.6,0.898,9.1,14,4,1,0.512,1
28,17,29.5,0.47,10.4,1,6,2,0.392,0
8,4,94.7,0.644,5.7,10,0,3,0.265,1
5,2,74.7,0.667,13.0,12,0,2,0.229,0
21,4,62.5,0.476,8.5,9,4,1,0.951,0
17,16,22.6,0.23,6.6,2,1,1,0.988,0
27,18,58.0,0.184,1.0,4,7,2,0.14,0
25,18,52.6,0.115,7.0,2,2,2,0.235,0
7,11,32.9,0.886,12.3,5,0,3,0.481,0
12,8,72.5,0.313,9.2,12,1,2,0.268,0
9,0,97.7,0.29,12.5,9,9,2,0.427,0
27,17,65.0,0.762,7.4,18,9,1,0.216,0
19,3,77.2,0.388,1.8,7,6,1,0.511,0
9,9,25.5,0.555,0.2,17,5,2,0.345,0
24,6,53.4,0.246,4.5,2,7,2,0.417,0
28,0,29.3,0.964,10.5,16,6,1,0.185,0
14,16,69.0,0.866,11.9,7,9,3,0.485,1
27,1,95.1,0.877,4.4,9,7,3,0.985,1
19,10,72.9,0.466,7.4,1,2,3,0.396,0
15,8,26.1,0.786,6.3,11,5,3,0.889,0
22,6,48.4,0.229,6.2,5,6,1,0.859,0
27,16,64.1,0.108,3.5,1,9,2,0.957,0
6,16,52.3,0.118,2.0,2,0,3,0.811,0
12,1,86.7,0.628,3.0,16,0,1,0.694,1
5,5,85.2,0.51,0.8,6,6,2,0.871,1
11,13,68.9,0.566,3.0,4,2,3,0.168,0
15,5,49.9,0.107,0.1,0,2,2,0.517,0
20,1,40.4,0.48,9.4,7,4,3,0.99,0
17,0,28.5,0.746,4.7,11,5,2,0.793,0
6,9,48.4,0.498,14.6,13,1,3,0.966,0
17,4,53.1,0.759,2.9,15,2,3,0.802,0
24,1,74.1,0.31,5.2,9,5,2,0.887,0
4,15,72.7,0.832,5.4,14,2,2,0.736,1
17,1,25.6,0.63,0.1,14,4,2,0.784,0
10,9,51.6,0.29,12.6,9,8,1,0.571,0
10,1,34.5,0.313,0.5,6,2,1,0.932,0
19,15,32.5,0.665,14.1,2,5,2,0.843,0
14,15,86.2,0.847,13.4,1,4,1,0.859,1
21,18,23.4,0.474,8.0,5,4,3,0.706,0
12,6,53.5,0.332,8.2,8,5,2,0.374,0
11,11,33.5,0.88,9.8,9,5,1,0.132,1
7,14,90.3,0.702,5.8,3,0,2,0.942,1
8,7,64.6,0.503,9.7,2,8,3,0.628,1
22,5,38.5,0.539,0.7,8,4,3,0.368,0
28,9,60.2,0.284,0.8,16,0,1,0.234,0
4,2,78.5,0.664,6.9,13,7,3,0.847,0
29,18,96.6,0.423,8.2,9,6,2,0.853,1
26,16,37.6,0.996,13.3,12,6,1,0.833,1
29,6,90.9,0.532,1.6,11,4,2,0.681,1
15,19,94.7,0.537,12.3,0,0,2,0.429,1
8,3,93.3,0.609,3.2,18,8,2,0.374,1
7,13,70.8,0.925,5.9,18,8,3,0.108,1
27,19,70.4,0.821,4.7,5,7,2,0.85,1
3,14,52.3,0.506,6.0,12,4,3,0.179,0
23,7,80.2,0.747,2.3,18,2,2,0.668,1
24,14,62.5,0.628,7.6,12,7,3,0.554,1
23,19,74.2,0.543,12.0,3,0,3,0.574,1
8,13,54.3,0.273,6.6,1,2,3,0.934,0
8,8,78.5,0.518,7.4,14,6,2,0.128,1
25,7,86.0,0.321,12.7,11,3,2,0.796,0
18,16,31.7,0.923,10.6,6,6,3,0.147,1
6,1,86.6,0.402,7.4,19,4,2,0.134,0
13,2,63.2,0.957,3.9,17,5,3,0.487,0
26,7,87.6,0.58,13.3,12,6,2,0.157,1
25,11,54.5,0.668,8.7,16,9,3,0.81,0
11,0,50.3,0.589,3.3,3,6,3,0.577,0
25,9,93.2,0.216,4.0,13,6,1,0.126,1
5,19,40.1,0.438,12.0,19,6,2,0.136,0
21,2,87.5,0.189,0.7,12,6,2,0.651,0
10,5,58.7,0.661,14.9,2,2,1,0.826,1
7,6,61.1,0.502,2.0,17,2,3,0.494,1
6,19,44.7,0.8,11.9,13,6,3,0.599,1
26,17,65.8,0.298,5.9,14,1,1,0.82,1
8,10,46.0,0.248,7.4,2,1,1,0.649,0
4,18,23.1,0.466,13.2,0,2,3,0.302,0
22,4,41.8,0.934,6.2,16,3,2,0.652,1
13,18,20.5,0.739,8.1,2,5,1,0.665,1
6,10,98.3,0.477,0.7,13,7,1,0.761,1
17,11,97.3,0.566,0.0,2,9,1,0.659,1
8,9,51.6,0.176,3.7,12,9,1,0.972,1
24,7,78.3,0.986,10.2,14,6,1,0.278,1
19,8,47.7,0.7,1.8,17,3,1,0.956,0
26,3,73.7,0.357,1.7,13,1,3,0.585,0
8,4,84.4,0.627,6.2,2,1,3,0.705,0
21,7,95.7,0.199,9.7,18,3,1,0.19,1
27,8,52.0,0.969,10.7,7,5,3,0.443,1
4,14,82.7,0.257,2.7,3,2,2,0.792,0
17,14,41.3,0.683,1.2,3,5,2,0.736,0
13,15,99.2,0.321,14.1,18,4,1,0.136,1
10,13,22.1,0.746,3.9,10,4,2,0.592,0
28,7,68.3,0.799,12.8,0,1,2,0.179,0
21,17,72.8,0.706,13.0,7,7,3,0.996,1
15,9,75.0,0.653,11.6,14,4,3,0.908,1
14,19,29.6,0.903,2.5,0,1,3,0.119,0
7,5,95.1,0.171,12.3,6,6,3,0.873,0
8,11,34.5,0.398,11.5,19,8,2,0.927,1
28,1,69.8,0.323,9.0,19,8,1,0.418,1
24,6,37.8,0.989,5.1,10,0,3,0.748,1
6,15,44.6,0.45,3.9,13,6,2,0.498,0
21,2,63.7,0.759,1.8,15,8,3,0.69,1
22,12,53.4,0.716,7.6,13,5,2,0.406,1
3,2,32.8,0.291,8.8,11,0,3,0.39,0
22,17,33.7,0.315,5.4,16,1,1,0.482,0
19,10,53.5,0.353,7.1,13,3,3,0.231,0
14,7,80.6,0.47,5.5,9,3,1,0.848,1
17,5,91.8,0.311,9.6,13,1,3,0.414,0
3,0,26.7,0.118,13.5,17,7,3,0.46,0
28,0,51.4,0.891,2.5,8,1,3,0.905,0
16,7,28.0,0.969,5.7,16,2,2,0.547,0
8,4,21.3,0.407,2.1,5,3,2,0.59,0
7,15,72.9,0.405,9.4,7,8,1,0.961,1
13,10,68.2,0.106,10.9,12,9,1,0.898,1
6,4,33.0,0.712,14.0,17,0,2,0.253,0
15,3,38.7,0.843,4.2,4,7,1,0.526,0
13,5,21.9,0.232,14.3,5,4,1,0.974,0
5,13,86.8,0.244,0.9,18,6,2,0.435,1
3,18,98.0,0.811,9.0,3,7,2,0.434,1
8,8,30.8,0.655,0.9,6,4,2,0.276,0
20,11,38.5,0.14,13.4,3,7,2,0.203,0
26,10,89.5,0.66,7.9,10,9,3,0.766,1
12,13,94.1,0.378,10.0,11,7,2,0.793,0
7,15,53.6,0.432,12.5,13,8,1,0.972,0
25,0,24.0,0.793,2.3,12,1,3,0.796,0
12,12,23.2,0.83,0.6,9,2,3,0.319,0
14,12,65.9,0.46,13.2,17,0,1,0.136,1
4,1,51.4,0.952,4.7,15,3,3,0.987,0
15,3,22.3,0.466,1.9,4,4,1,0.406,0
10,5,66.7,0.795,7.0,7,0,3,0.381,0
4,4,20.9,0.535,9.0,13,7,3,0.915,0
22,2,83.0,0.908,0.5,4,1,1,0.627,1
3,0,44.5,0.917,4.1,7,0,1,0.293,0
7,3,23.2,0.179,0.5,5,1,1,0.9,0
11,19,67.1,0.943,6.3,15,4,1,0.994,1
19,1,51.8,0.843,13.4,3,8,2,0.178,1
11,4,97.9,0.812,14.7,11,8,2,0.876,1
13,2,63.5,0.281,9.6,10,1,1,0.451,0
17,8,42.0,0.825,2.4,2,1,2,0.572,0
26,19,76.8,0.865,13.6,11,2,1,0.923,1
8,5,41.7,0.36,7.7,4,6,1,0.976,0
25,17,92.3,0.957,2.3,5,2,3,0.336,1
5,5,50.0,0.145,13.8,18,0,1,0.292,0
19,18,64.0,0.235,11.4,17,5,1,0.172,1
7,11,24.0,0.584,11.0,15,2,1,0.606,0
14,10,54.1,0.618,10.6,10,0,1,0.112,0
20,1,86.6,0.681,3.0,4,3,3,0.471,0
16,14,84.5,0.115,3.2,8,0,1,0.166,0
23,11,37.9,0.964,10.3,2,0,3,0.465,0
26,11,38.1,0.14,3.3,7,1,1,0.136,0
13,8,85.4,0.229,6.6,5,9,3,0.852,0
11,1,94.4,0.113,11.7,3,7,2,0.289,0
4,2,27.6,0.61,11.8,11,1,3,0.395,0
14,11,56.0,0.939,6.8,11,1,3,0.883,0
5,15,47.0,0.699,11.9,15,9,1,0.772,1
5,0,89.7,0.84,12.6,9,9,3,0.297,1
3,2,26.7,0.112,9.8,13,7,3,0.165,0
10,19,36.9,0.588,3.4,12,5,1,0.744,1
24,1,80.2,0.514,4.1,8,3,2,0.452,0
10,8,24.1,0.549,4.7,6,2,2,0.789,0
13,18,59.4,0.165,1.8,11,0,2,0.501,0
11,14,55.4,0.716,4.1,4,2,3,0.411,1
7,17,46.8,0.553,3.1,17,8,1,0.506,1
16,10,51.6,0.789,6.8,3,4,2,0.774,0
5,15,62.4,0.537,13.6,1,5,2,0.912,0
23,16,32.9,0.234,1.6,2,4,2,0.145,0
7,4,65.8,0.683,10.8,11,0,2,0.572,0
7,11,84.4,0.255,10.3,2,9,1,0.13,1
21,10,80.8,0.885,1.4,3,0,2,0.522,1
29,14,32.3,0.652,13.8,5,3,3,0.897,1
16,2,31.9,0.241,8.5,11,2,3,0.425,0
28,0,41.5,0.966,5.5,18,7,1,0.939,1
6,19,48.9,0.567,11.3,9,6,2,0.668,0
27,15,52.7,0.166,3.9,0,6,2,0.941,1
15,1,74.4,0.664,10.4,16,7,3,0.781,1
12,1,24.5,0.328,0.6,15,9,1,0.193,0
27,2,22.8,0.823,12.6,8,6,3,0.308,0
20,7,51.4,0.836,6.7,8,9,1,0.455,1
10,14,75.8,0.981,9.6,8,1,1,0.253,1
10,6,35.5,0.552,3.3,11,3,1,0.545,0
9,5,71.3,0.509,10.2,8,5,3,0.524,0
10,8,40.8,0.778,11.6,14,2,1,0.961,0
16,19,90.9,0.219,7.1,1,2,3,0.49,0
21,0,91.7,0.592,9.3,10,5,3,0.807,0
8,7,43.8,0.592,6.8,10,0,2,0.948,0
3,2,38.4,0.181,13.4,7,0,3,0.889,0
25,3,52.9,0.476,7.5,5,4,3,0.288,0
17,14,39.2,0.868,12.6,19,0,2,0.546,1
3,5,73.8,0.871,12.0,6,9,2,0.413,1
27,14,86.1,0.189,6.2,2,7,2,0.46,1
19,2,73.8,0.182,3.5,7,1,1,0.425,0
3,13,85.9,0.336,6.1,17,5,1,0.844,1
17,19,51.8,0.887,12.4,16,9,2,0.507,1
25,13,32.5,0.216,3.4,10,9,1,0.571,0
4,3,79.0,0.748,7.9,1,4,2,0.984,0
16,11,48.8,0.191,12.1,18,9,1,0.154,0
23,16,73.7,0.661,5.3,6,3,3,0.539,1
10,6,41.7,0.42,9.6,17,0,1,0.797,0
10,8,26.5,0.81,3.7,7,2,1,0.236,0
21,2,99.4,0.31,1.6,13,3,3,0.65,1
9,12,32.5,0.675,11.9,6,1,2,0.316,0
21,14,99.1,0.312,1.5,3,1,1,0.881,1
8,17,98.2,0.742,4.1,16,1,1,0.394,1
8,18,83.5,0.886,12.8,4,0,3,0.396,1
5,0,72.8,0.214,5.2,11,9,3,0.638,0
9,5,66.2,0.88,14.6,8,1,3,0.265,1
21,1,89.3,0.634,14.7,19,5,3,0.356,1
10,13,43.2,0.214,4.0,12,2,2,0.475,0
12,5,57.4,0.485,0.6,17,9,1,0.418,0
22,13,69.6,0.245,10.6,19,4,1,0.572,1
17,3,52.9,0.73,6.8,8,0,1,0.64,0
17,7,54.2,0.783,1.5,3,7,1,0.61,1
3,2,46.4,0.195,10.6,7,3,2,0.689,0
22,18,65.1,0.556,0.5,0,8,1,0.377,1
9,13,88.0,0.833,13.1,16,3,2,0.214,1
29,19,36.1,0.943,2.1,8,1,2,0.785,1
6,16,94.8,0.562,1.9,19,2,3,0.866,1
8,7,75.1,0.955,2.6,12,4,3,0.331,1
27,13,85.9,0.582,14.4,1,9,1,0.466,1
3,5,64.5,0.455,10.4,12,5,2,0.549,0
7,15,82.4,0.863,12.0,8,6,3,0.58,1
29,18,21.3,0.544,6.0,19,3,2,0.694,0
25,13,85.5,0.525,5.0,5,6,3,0.137,1
3,18,23.2,0.541,3.5,0,9,2,0.749,0
6,2,91.2,0.862,7.2,4,2,1,0.156,1
24,9,99.4,0.849,8.3,2,6,1,0.521,1
4,18,43.5,0.463,9.5,3,3,2,0.845,0
12,8,36.8,0.4,3.9,0,7,3,0.506,0
7,19,81.2,0.543,14.2,13,8,3,0.234,1
29,12,40.2,0.615,2.5,8,6,1,0.987,0
12,6,89.2,0.315,14.5,3,7,1,0.9,1
3,13,28.2,0.815,0.2,17,7,1,0.794,1
24,8,30.1,0.538,7.2,13,1,3,0.47,0
8,18,98.3,0.401,5.0,3,8,3,0.265,1
15,14,73.9,0.196,6.7,9,5,1,0.947,0
17,19,87.8,0.315,8.6,2,3,2,0.579,1
6,13,45.9,0.954,6.5,6,4,3,0.867,0
15,5,74.1,0.375,6.2,9,9,1,0.408,0
26,3,67.5,0.252,11.0,12,4,2,0.402,0
22,7,68.3,0.515,10.3,3,6,3,0.987,1
26,16,74.6,0.376,12.5,17,8,2,0.57,1
17,8,66.0,0.132,3.7,10,6,2,0.227,0
10,0,54.3,0.391,9.1,3,8,3,0.298,0
7,19,42.1,0.59,8.8,13,3,1,0.534,0
17,13,81.5,0.597,5.5,17,9,2,0.138,1
6,10,38.1,0.421,7.3,7,9,1,0.516,0
14,2,75.4,0.503,4.7,9,3,3,0.477,1
15,8,38.7,0.969,2.1,4,5,2,0.801,0
4,13,70.0,0.44,3.2,6,7,2,0.419,0
29,8,79.8,0.332,1.6,11,8,2,0.984,1
21,3,37.5,0.319,10.2,2,0,2,0.263,0
21,3,24.8,0.512,9.9,3,0,2,0.632,0
6,7,30.5,0.784,14.3,9,7,3,0.181,0
6,1,68.5,0.285,10.9,3,6,2,0.76,0
28,8,88.0,0.738,0.8,14,8,3,0.995,1
13,13,23.6,0.119,13.3,9,2,1,0.837,0
29,8,78.7,0.477,12.9,15,9,3,0.6,1
7,15,47.3,0.798,6.6,14,4,2,0.536,1
22,16,58.3,0.405,8.8,18,2,1,0.852,1
13,15,94.3,0.607,14.6,19,4,3,0.942,1
12,11,46.6,0.284,8.0,18,9,3,0.99,0
10,2,57.2,0.768,13.6,17,0,3,0.457,1
8,10,21.1,0.147,1.2,11,3,2,0.992,0
8,13,26.5,0.867,2.9,15,5,2,0.24,0
10,17,40.7,0.278,6.6,0,1,3,0.328,0
25,4,22.2,0.887,8.8,15,6,3,0.18,0
17,15,70.5,0.417,12.2,1,7,1,0.345,1
28,19,54.1,0.75,14.8,14,0,2,0.791,1
16,4,63.9,0.387,5.8,6,3,2,0.868,0
13,2,34.0,0.915,0.7,0,3,1,0.801,0
14,11,43.7,0.214,12.0,4,4,3,0.668,0
28,0,73.1,0.261,9.1,9,3,3,0.563,0
15,8,97.2,0.544,3.0,3,8,1,0.738,1
10,8,24.0,0.174,7.4,13,6,3,0.452,0
20,3,91.2,0.276,11.1,12,1,3,0.857,0
27,2,66.2,0.949,11.6,0,0,1,0.709,1
3,16,65.1,0.979,7.5,15,8,1,0.728,1
17,1,60.0,0.439,4.6,8,0,1,0.582,0
10,0,25.6,0.931,14.6,15,5,3,0.897,0
13,7,27.2,0.59,10.0,18,1,1,0.327,0
14,12,68.1,0.343,6.1,14,3,3,0.443,0
14,14,47.3,0.732,4.2,13,5,2,0.8,1
6,7,93.4,0.693,11.0,19,4,2,0.543,1
18,11,52.5,0.99,3.6,9,5,1,0.9,1
6,11,31.5,0.339,2.6,11,2,3,0.412,0
7,13,77.2,0.705,7.9,0,4,3,0.432,0
26,14,43.5,0.147,4.3,16,1,3,0.9,0
7,14,62.0,0.202,9.4,8,6,1,0.518,0
10,8,75.8,0.104,1.8,18,2,3,0.565,0
12,18,92.0,1.0,9.8,17,0,3,0.399,1
19,19,83.4,0.822,4.2,6,7,3,0.349,1
28,7,74.1,0.808,0.0,8,7,2,0.69,1
11,18,74.4,0.559,1.9,11,2,3,0.208,1
24,5,95.7,0.37,14.0,6,6,2,0.891,1
21,19,43.7,0.236,13.0,13,8,3,0.801,1
16,18,20.1,0.356,3.5,14,7,3,0.272,0
10,3,41.8,0.438,11.7,14,2,3,0.725,0
11,6,37.4,0.781,9.1,5,1,2,0.642,0
24,3,72.9,0.586,14.6,13,9,3,0.266,1
13,11,70.7,0.17,5.6,1,6,1,0.346,0
25,12,67.5,0.116,10.2,7,6,3,0.468,1
3,2,21.3,0.192,1.0,12,8,2,0.729,0
16,11,78.3,0.469,5.9,5,4,2,0.675,1
7,1,45.9,0.94,14.5,4,3,1,0.579,0
23,1,73.2,0.674,8.1,4,7,1,0.792,1
28,8,64.5,0.822,4.3,0,3,1,0.782,1
16,0,47.4,0.52,1.8,8,3,2,0.656,0
6,7,30.8,0.425,10.6,5,1,3,0.808,0
24,5,27.6,0.198,9.7,19,0,3,0.401,0
25,5,86.5,0.888,5.6,6,3,1,0.893,1
27,17,93.5,0.805,14.3,8,6,1,0.653,1
3,16,72.0,0.251,0.3,4,8,3,0.84,0
24,11,28.3,0.561,4.6,13,8,1,0.592,0
25,5,52.2,0.539,13.8,4,9,3,0.297,0
21,7,78.3,0.663,4.8,7,0,3,0.588,1
10,18,82.4,0.952,3.8,6,4,3,0.434,1
17,9,29.5,0.622,8.0,12,6,3,0.728,0
23,0,20.0,0.586,12.4,12,6,2,0.528,0
17,12,77.0,0.145,1.5,7,9,3,0.853,0
11,16,48.5,0.157,14.1,10,5,1,0.71,0
23,2,40.4,0.269,11.9,17,9,1,0.716,0
11,7,21.0,0.129,2.7,18,3,1,0.295,0
12,13,63.2,0.769,10.7,5,2,1,0.986,1
22,2,88.1,0.751,5.8,1,8,2,0.858,1
27,15,96.6,0.222,6.0,12,9,3,0.81,1
23,12,65.3,0.852,11.7,10,3,3,0.397,1
28,19,61.2,0.239,14.4,0,7,1,0.582,0
11,16,26.8,0.371,1.9,1,0,1,0.223,0
5,12,63.9,0.324,6.3,16,6,1,0.585,0
22,5,50.4,0.435,7.2,7,5,3,0.231,0
27,16,68.6,0.329,5.6,1,0,2,0.598,1
28,13,51.1,0.54,5.4,5,3,2,0.684,1
13,16,39.2,0.467,0.8,4,4,2,0.451,0
8,7,27.6,0.988,10.3,15,7,2,0.549,1
4,10,45.2,0.15,6.5,7,3,1,0.888,0
9,19,27.7,0.228,2.9,18,2,3,0.198,0
20,0,34.2,0.148,12.2,15,1,1,0.813,0
29,6,99.0,0.663,12.0,12,3,2,0.254,1
4,16,55.5,0.149,7.3,19,9,1,0.133,0
29,9,62.5,0.853,4.5,6,3,2,0.267,0
19,10,89.9,0.561,9.6,15,9,3,0.789,1
13,8,99.6,0.574,4.3,15,4,2,0.465,1
29,8,66.6,0.605,3.5,11,6,1,0.885,1
14,4,85.0,0.254,11.0,13,8,3,0.572,1
29,16,46.2,0.278,0.6,17,1,2,0.12,1
21,8,44.5,0.387,1.4,17,4,2,0.745,1
24,16,52.2,0.634,0.1,15,9,3,0.199,1
26,18,73.8,0.289,2.3,19,8,1,0.81,1
27,6,74.6,0.205,1.0,15,2,3,0.251,1
9,8,45.2,0.973,14.9,12,0,1,0.411,1
22,6,30.7,0.12,4.3,8,1,2,0.785,0
8,12,70.6,0.822,2.2,8,5,2,0.959,0
23,10,30.3,0.809,3.6,12,4,3,0.434,0
26,13,66.3,0.367,14.0,3,0,2,0.846,1
3,18,75.5,0.222,7.8,8,0,3,0.272,1
19,10,76.0,0.231,5.5,14,3,2,0.826,0
13,12,80.3,0.728,13.1,13,3,2,0.692,1
24,13,89.8,0.679,5.9,18,5,1,0.273,1
28,12,60.0,0.804,5.0,11,5,3,0.372,1
20,0,78.4,0.944,3.1,5,9,3,0.219,1
23,7,69.5,0.723,5.7,2,5,2,0.445,1
19,11,34.9,0.24,4.8,19,0,1,0.283,0
9,18,22.1,0.319,10.2,15,9,1,0.68,0
19,11,42.8,0.858,4.3,19,8,3,0.995,1
22,7,55.4,0.288,8.7,16,6,3,0.111,0
11,7,69.4,0.165,1.0,15,6,2,0.587,0
19,12,88.0,0.733,2.9,5,6,3,0.616,1
22,11,35.7,0.462,6.1,7,1,2,0.923,0
24,15,30.0,0.928,14.1,18,1,1,0.555,1
24,0,97.1,0.685,5.7,1,5,3,0.589,1
10,12,28.6,0.181,10.0,13,6,1,0.524,0
19,6,58.3,0.953,3.8,11,2,1,0.342,1
9,4,66.8,0.333,1.9,16,3,2,0.15,0
3,7,63.3,0.403,0.9,14,2,1,0.468,0
15,13,26.9,0.462,4.6,17,6,2,0.147,0
25,12,24.6,0.146,2.4,15,6,2,0.595,0
21,14,28.4,0.547,2.6,12,3,1,0.377,0
29,16,66.8,0.211,11.4,16,6,1,0.58,1
26,14,63.5,0.461,0.2,7,4,2,0.221,1
21,19,38.7,0.416,8.4,0,0,2,0.939,1
19,17,71.0,0.796,5.7,2,9,1,0.905,1
15,17,85.6,0.823,7.6,15,3,2,0.271,1
18,1,23.3,0.238,8.4,1,6,2,0.409,0
10,3,59.9,0.43,4.7,14,1,3,0.652,0
21,0,75.1,0.436,4.4,0,1,3,0.186,0
20,3,40.2,0.236,11.0,8,0,3,0.419,0
3,17,44.6,0.819,13.1,15,1,3,0.326,1
16,4,69.1,0.737,2.9,3,9,3,0.924,1
21,18,91.8,0.271,1.5,11,7,2,0.867,1
17,14,84.8,0.43,13.5,0,7,2,0.622,1
20,7,66.7,0.195,5.2,0,7,3,0.568,0
4,19,78.4,0.665,8.3,6,0,1,0.938,0
24,16,49.2,0.209,5.4,17,0,3,0.939,0
19,0,71.3,0.987,1.9,14,9,1,0.972,1
20,11,57.3,0.803,8.8,12,3,2,0.213,0
8,18,35.2,0.451,7.9,15,5,1,0.245,0
21,14,76.1,0.621,3.0,6,7,2,0.709,1
6,8,64.5,0.92,6.8,15,1,1,0.587,1
3,6,48.7,0.599,12.0,12,2,2,0.117,0
10,1,92.9,0.257,8.9,13,5,2,0.156,0
25,8,21.7,0.441,1.5,16,9,3,0.899,0
9,9,45.3,0.859,8.2,11,3,2,0.882,0
5,1,24.6,0.68,10.5,19,1,3,0.422,0
12,18,81.3,0.686,11.9,12,6,3,0.902,1
12,10,76.2,0.88,9.4,19,3,3,0.634,1
21,12,46.5,0.905,2.3,14,7,1,0.825,0
16,9,74.1,0.928,10.7,3,7,1,0.485,1
4,13,51.7,0.185,10.2,1,6,2,0.202,0
3,17,80.5,0.59,0.4,17,9,3,0.49,1
25,18,56.3,0.766,6.2,1,8,3,0.512,1
25,8,53.0,0.781,5.0,14,3,2,0.596,1
20,6,94.8,0.646,10.0,18,6,3,0.195,1
9,2,40.1,0.25,3.2,14,9,2,0.992,0
10,19,29.6,0.818,8.9,19,9,3,0.32,1
3,5,66.8,0.748,13.7,9,0,1,0.279,1
27,1,97.5,0.178,12.0,19,3,2,0.574,1
25,5,50.2,0.517,13.8,10,1,2,0.583,1
5,2,25.0,0.257,14.7,9,8,1,0.496,0
26,15,47.1,0.404,0.2,4,4,2,0.795,0
25,7,60.5,0.116,9.3,8,2,1,0.565,0
29,1,33.0,0.46,6.2,19,3,3,0.649,0
10,16,72.6,0.595,12.9,18,5,1,0.751,1
24,8,99.8,0.658,3.8,12,9,1,0.123,1
27,11,56.1,0.697,14.7,17,0,2,0.614,1
17,2,48.4,0.853,9.2,16,6,3,0.896,1
7,10,52.1,0.294,11.9,5,7,1,0.116,0
5,0,29.2,0.208,1.3,9,6,3,0.465,0
21,12,90.7,0.866,2.8,1,6,1,0.934,1
3,14,53.2,0.241,11.4,5,8,2,0.418,1
17,4,51.0,0.977,0.3,12,3,1,0.513,1
10,16,72.8,0.858,12.3,17,6,1,0.983,1
4,5,55.4,0.551,0.2,6,8,3,0.279,0
5,10,71.9,0.983,9.9,1,4,1,0.159,1
26,17,24.9,0.188,5.5,13,1,2,0.873,0
16,3,85.1,0.373,9.2,4,4,2,0.882,0
26,2,95.2,0.674,10.4,17,3,1,0.525,1
16,12,71.9,0.415,5.1,10,7,1,0.563,0
13,8,96.4,0.936,1.6,9,4,3,0.852,1
18,5,32.1,0.159,1.0,10,8,3,0.765,0
6,11,58.2,0.594,8.8,1,8,2,0.339,1
22,1,68.1,0.632,7.8,14,2,3,0.115,1
7,2,66.5,0.687,11.1,6,9,1,0.532,0
24,2,52.1,0.33,7.6,8,5,2,0.873,0
23,11,47.0,0.428,6.3,4,5,3,0.906,1
16,14,30.1,0.859,6.0,6,3,2,0.961,0
25,8,51.3,0.275,0.4,19,9,1,0.892,0
18,7,33.0,0.844,5.0,1,2,3,0.622,0
20,10,78.7,0.606,14.6,2,0,1,0.5,0
9,15,36.7,0.786,13.1,1,6,1,0.797,0
12,3,24.7,0.742,4.9,18,4,2,0.766,0
9,0,64.2,0.287,8.8,3,9,2,0.584,0
3,6,67.6,0.612,12.7,19,6,2,0.179,1
25,1,89.8,0.881,6.6,6,0,3,0.933,1
23,4,66.2,0.489,0.3,6,7,3,0.51,0
21,6,47.6,0.97,1.1,16,2,2,0.427,0
18,3,84.2,0.507,7.7,18,6,3,0.667,1
